CandleTime,UtcTime,Signal,ProdTrade,SkipReason,Classification
1780055700,2026-05-29 11:55 UTC,long,,entry_price_out_of_range,execution_skip
1780056000,2026-05-29 12:00 UTC,long,,order_failed,execution_skip
1780056300,2026-05-29 12:05 UTC,long,,order_failed,execution_skip
1780056600,2026-05-29 12:10 UTC,long,yes,,aligned
1780056900,2026-05-29 12:15 UTC,long,,order_failed,execution_skip
1780057200,2026-05-29 12:20 UTC,long,,order_failed,execution_skip
1780057500,2026-05-29 12:25 UTC,long,,order_failed,execution_skip
1780057800,2026-05-29 12:30 UTC,long,,order_failed,execution_skip
1780058100,2026-05-29 12:35 UTC,long,yes,,aligned
1780058400,2026-05-29 12:40 UTC,long,,order_failed,execution_skip
1780058700,2026-05-29 12:45 UTC,long,,order_failed,execution_skip
1780059000,2026-05-29 12:50 UTC,long,,order_failed,execution_skip
1780059300,2026-05-29 12:55 UTC,long,,order_failed,execution_skip
1780059600,2026-05-29 13:00 UTC,long,,order_failed,execution_skip
1780059900,2026-05-29 13:05 UTC,long,,order_failed,execution_skip
1780060200,2026-05-29 13:10 UTC,long,,order_failed,execution_skip
1780060500,2026-05-29 13:15 UTC,long,,order_failed,execution_skip
1780060800,2026-05-29 13:20 UTC,long,,order_failed,execution_skip
1780061100,2026-05-29 13:25 UTC,long,,order_failed,execution_skip
1780061400,2026-05-29 13:30 UTC,long,yes,,aligned
1780061700,2026-05-29 13:35 UTC,long,,entry_price_out_of_range,execution_skip
1780062000,2026-05-29 13:40 UTC,,,no_signal,no_signal
1780062300,2026-05-29 13:45 UTC,,,no_signal,no_signal
1780062600,2026-05-29 13:50 UTC,,,no_signal,no_signal
1780062900,2026-05-29 13:55 UTC,long,,entry_price_out_of_range,execution_skip
1780063200,2026-05-29 14:00 UTC,,,no_signal,no_signal
1780063500,2026-05-29 14:05 UTC,,,no_signal,no_signal
1780063800,2026-05-29 14:10 UTC,long,yes,,aligned
1780064100,2026-05-29 14:15 UTC,long,,entry_price_out_of_range,execution_skip
1780064400,2026-05-29 14:20 UTC,long,,entry_price_out_of_range,execution_skip
1780064700,2026-05-29 14:25 UTC,long,yes,,aligned
1780065000,2026-05-29 14:30 UTC,long,,entry_price_out_of_range,execution_skip
1780065300,2026-05-29 14:35 UTC,long,,entry_price_out_of_range,execution_skip
1780065600,2026-05-29 14:40 UTC,long,yes,,aligned
1780065900,2026-05-29 14:45 UTC,long,yes,,aligned
1780066200,2026-05-29 14:50 UTC,long,,entry_price_out_of_range,execution_skip
1780066500,2026-05-29 14:55 UTC,,,no_signal,no_signal
1780066800,2026-05-29 15:00 UTC,,,no_signal,no_signal
1780067100,2026-05-29 15:05 UTC,,,no_signal,no_signal
1780067400,2026-05-29 15:10 UTC,short,yes,,aligned
1780067700,2026-05-29 15:15 UTC,short,yes,,aligned
1780068000,2026-05-29 15:20 UTC,short,,entry_price_out_of_range,execution_skip
1780068300,2026-05-29 15:25 UTC,short,,entry_price_out_of_range,execution_skip
1780068600,2026-05-29 15:30 UTC,short,yes,,aligned
1780068900,2026-05-29 15:35 UTC,short,yes,,aligned
1780069200,2026-05-29 15:40 UTC,short,,entry_price_out_of_range,execution_skip
1780069500,2026-05-29 15:45 UTC,short,,entry_price_out_of_range,execution_skip
1780069800,2026-05-29 15:50 UTC,short,yes,,aligned
1780070100,2026-05-29 15:55 UTC,short,,entry_price_out_of_range,execution_skip
1780070400,2026-05-29 16:00 UTC,short,yes,,aligned
1780070700,2026-05-29 16:05 UTC,short,yes,,aligned
1780071000,2026-05-29 16:10 UTC,short,yes,,aligned
1780071300,2026-05-29 16:15 UTC,short,,order_failed,execution_skip
1780071600,2026-05-29 16:20 UTC,,,no_signal,no_signal
1780071900,2026-05-29 16:25 UTC,,,no_signal,no_signal
1780072200,2026-05-29 16:30 UTC,,,no_signal,no_signal
1780072500,2026-05-29 16:35 UTC,short,yes,,aligned
1780072800,2026-05-29 16:40 UTC,short,yes,,aligned
1780073100,2026-05-29 16:45 UTC,short,,entry_price_out_of_range,execution_skip
1780073400,2026-05-29 16:50 UTC,short,,entry_price_out_of_range,execution_skip
1780073700,2026-05-29 16:55 UTC,short,,entry_price_out_of_range,execution_skip
1780074000,2026-05-29 17:00 UTC,short,yes,,aligned
1780074300,2026-05-29 17:05 UTC,,,no_signal,no_signal
1780074600,2026-05-29 17:10 UTC,short,yes,,aligned
1780074900,2026-05-29 17:15 UTC,short,yes,,aligned
1780075200,2026-05-29 17:20 UTC,short,yes,,aligned
1780075500,2026-05-29 17:25 UTC,short,,entry_price_out_of_range,execution_skip
1780075800,2026-05-29 17:30 UTC,short,yes,,aligned
1780076100,2026-05-29 17:35 UTC,short,yes,,aligned
1780076400,2026-05-29 17:40 UTC,short,yes,,aligned
1780076700,2026-05-29 17:45 UTC,short,,entry_price_out_of_range,execution_skip
1780077000,2026-05-29 17:50 UTC,,,no_signal,no_signal
1780077300,2026-05-29 17:55 UTC,,,no_signal,no_signal
1780077600,2026-05-29 18:00 UTC,,,no_signal,no_signal
1780077900,2026-05-29 18:05 UTC,,,no_signal,no_signal
1780078200,2026-05-29 18:10 UTC,,,no_signal,no_signal
1780078500,2026-05-29 18:15 UTC,,,no_signal,no_signal
1780078800,2026-05-29 18:20 UTC,,,no_signal,no_signal
1780079100,2026-05-29 18:25 UTC,,,no_signal,no_signal
1780079400,2026-05-29 18:30 UTC,,,no_signal,no_signal
1780079700,2026-05-29 18:35 UTC,,,no_signal,no_signal
1780080000,2026-05-29 18:40 UTC,,,no_signal,no_signal
1780080300,2026-05-29 18:45 UTC,,,no_signal,no_signal
1780080600,2026-05-29 18:50 UTC,,,no_signal,no_signal
1780080900,2026-05-29 18:55 UTC,long,yes,,aligned
1780081200,2026-05-29 19:00 UTC,long,yes,,aligned
1780081500,2026-05-29 19:05 UTC,long,yes,,aligned
1780081800,2026-05-29 19:10 UTC,long,yes,,aligned
1780082100,2026-05-29 19:15 UTC,long,yes,,aligned
1780082400,2026-05-29 19:20 UTC,long,yes,,aligned
1780082700,2026-05-29 19:25 UTC,long,,entry_price_out_of_range,execution_skip
1780083000,2026-05-29 19:30 UTC,long,,entry_price_out_of_range,execution_skip
1780083300,2026-05-29 19:35 UTC,,,no_signal,no_signal
1780083600,2026-05-29 19:40 UTC,,,no_signal,no_signal
1780083900,2026-05-29 19:45 UTC,,,no_signal,no_signal
1780084200,2026-05-29 19:50 UTC,,,no_signal,no_signal
1780084500,2026-05-29 19:55 UTC,,,no_signal,no_signal
1780084800,2026-05-29 20:00 UTC,,,no_signal,no_signal
1780085100,2026-05-29 20:05 UTC,,,no_signal,no_signal
1780085400,2026-05-29 20:10 UTC,,,no_signal,no_signal
1780085700,2026-05-29 20:15 UTC,,,no_signal,no_signal
1780086000,2026-05-29 20:20 UTC,,,no_signal,no_signal
1780086300,2026-05-29 20:25 UTC,,,no_signal,no_signal
1780086600,2026-05-29 20:30 UTC,,,no_signal,no_signal
1780086900,2026-05-29 20:35 UTC,,,no_signal,no_signal
1780087200,2026-05-29 20:40 UTC,,,,no_signal
1780087500,2026-05-29 20:45 UTC,,,no_signal,no_signal
1780087800,2026-05-29 20:50 UTC,,,no_signal,no_signal
1780088100,2026-05-29 20:55 UTC,,,no_signal,no_signal
1780088400,2026-05-29 21:00 UTC,,,no_signal,no_signal
1780088700,2026-05-29 21:05 UTC,,,no_signal,no_signal
1780089000,2026-05-29 21:10 UTC,,,no_signal,no_signal
1780089300,2026-05-29 21:15 UTC,,,no_signal,no_signal
1780089600,2026-05-29 21:20 UTC,,,no_signal,no_signal
1780089900,2026-05-29 21:25 UTC,,,no_signal,no_signal
1780090200,2026-05-29 21:30 UTC,,,no_signal,no_signal
1780090500,2026-05-29 21:35 UTC,,,no_signal,no_signal
1780090800,2026-05-29 21:40 UTC,,,no_signal,no_signal
1780091100,2026-05-29 21:45 UTC,,,no_signal,no_signal
1780091400,2026-05-29 21:50 UTC,,,no_signal,no_signal
1780091700,2026-05-29 21:55 UTC,long,yes,,aligned
1780092000,2026-05-29 22:00 UTC,long,,entry_price_out_of_range,execution_skip
1780092300,2026-05-29 22:05 UTC,long,,entry_price_out_of_range,execution_skip
1780092600,2026-05-29 22:10 UTC,long,yes,,aligned
1780092900,2026-05-29 22:15 UTC,long,,entry_price_out_of_range,execution_skip
1780093200,2026-05-29 22:20 UTC,,,no_signal,no_signal
1780093500,2026-05-29 22:25 UTC,,,no_signal,no_signal
1780093800,2026-05-29 22:30 UTC,,,no_signal,no_signal
1780094100,2026-05-29 22:35 UTC,,,no_signal,no_signal
1780094400,2026-05-29 22:40 UTC,,,no_signal,no_signal
1780094700,2026-05-29 22:45 UTC,,,no_signal,no_signal
1780095000,2026-05-29 22:50 UTC,,,no_signal,no_signal
1780095300,2026-05-29 22:55 UTC,,,no_signal,no_signal
1780095600,2026-05-29 23:00 UTC,,,no_signal,no_signal
1780095900,2026-05-29 23:05 UTC,,,no_signal,no_signal
1780096200,2026-05-29 23:10 UTC,,,no_signal,no_signal
1780096500,2026-05-29 23:15 UTC,long,,entry_price_out_of_range,execution_skip
1780096800,2026-05-29 23:20 UTC,,,no_signal,no_signal
1780097100,2026-05-29 23:25 UTC,long,,entry_price_out_of_range,execution_skip
1780097400,2026-05-29 23:30 UTC,long,,entry_price_out_of_range,execution_skip
1780097700,2026-05-29 23:35 UTC,long,yes,,aligned
1780098000,2026-05-29 23:40 UTC,long,,entry_price_out_of_range,execution_skip
1780098300,2026-05-29 23:45 UTC,,,no_signal,no_signal
1780098600,2026-05-29 23:50 UTC,,,no_signal,no_signal
1780098900,2026-05-29 23:55 UTC,,,no_signal,no_signal
