Id,CandleTime,UtcTime,Side,Trend,EntryPrice,StakeUsd,PnlUsd_prod,Won_prod,Signal_side,Signal_match,Open,Close,Won_candle,Pnl_bt_A,Pnl_bt_C,Pnl_at_0.5,Entry_edge
443,1779954900,2026-05-28 07:55 UTC,Down,Short,0.46,4.5172,-4.5172,0,short,yes,73426.42,73498.0,0,-3.9864,-4.5172,-4.5172,0.0
444,1779955200,2026-05-28 08:00 UTC,Down,Short,0.5,4.45,4.45,1,short,yes,73498.0,73378.01,1,3.9266,4.45,4.45,0.0
445,1779955500,2026-05-28 08:05 UTC,Down,Short,0.47,4.3851,-4.3851,0,short,yes,73378.01,73424.45,0,-3.9855,-4.3851,-4.3851,0.0
446,1779961200,2026-05-28 09:40 UTC,Down,Short,0.49,4.4492,-4.4492,0,short,yes,73442.4,73491.3,0,-3.9837,-4.4492,-4.4492,0.0
447,1779961500,2026-05-28 09:45 UTC,Down,Short,0.5,4.385,-4.385,0,short,yes,73491.31,73550.0,0,-3.9239,-4.385,-4.385,0.0
448,1779962100,2026-05-28 09:55 UTC,Down,Short,0.5,4.32,4.32,1,short,yes,73549.11,73541.24,1,3.923,4.32,4.32,0.0
449,1779962400,2026-05-28 10:00 UTC,Down,Short,0.5,4.19,4.19,1,short,yes,73541.25,73502.53,1,3.9819,4.19,4.19,0.0
450,1779962700,2026-05-28 10:05 UTC,Down,Short,0.47,4.3898,-4.3898,0,short,yes,73502.53,73530.01,0,-4.0416,-4.3898,-4.3898,0.0
451,1779963000,2026-05-28 10:10 UTC,Down,Short,0.39,4.4489,-4.4489,0,short,yes,73530.01,73579.66,0,-3.981,-4.4489,-4.4489,0.0
452,1779963300,2026-05-28 10:15 UTC,Down,Short,0.5,4.385,4.385,1,short,yes,73579.65,73455.91,1,3.9213,4.385,4.385,0.0
453,1779965100,2026-05-28 10:45 UTC,Down,Short,0.49,4.4492,-4.4492,0,short,yes,73510.2,73514.78,0,-3.9801,-4.4492,-4.4492,0.0
454,1779969600,2026-05-28 12:00 UTC,Down,Short,0.5,4.385,4.385,1,short,yes,73505.65,73471.64,1,4.0389,4.385,4.385,0.0
455,1779972600,2026-05-28 12:50 UTC,Down,Short,0.5,4.45,4.45,1,short,yes,73549.63,73530.0,1,4.1609,4.45,4.45,0.0
456,1779973800,2026-05-28 13:10 UTC,Up,Long,0.48,4.5168,-4.5168,0,long,yes,73360.37,73338.35,0,-4.2867,-4.5168,-4.5168,0.0
457,1779974100,2026-05-28 13:15 UTC,Up,Long,0.49,4.4492,-4.4492,0,long,yes,73338.35,73240.19,0,-4.2224,-4.4492,-4.4492,0.0
458,1779974700,2026-05-28 13:25 UTC,Up,Long,0.5,4.38,-4.38,0,long,yes,73183.8,73160.52,0,-4.0967,-4.38,-4.38,0.0
459,1779975000,2026-05-28 13:30 UTC,Up,Long,0.5,4.315,-4.315,0,long,yes,73160.53,72958.01,0,-4.0352,-4.315,-4.315,0.0
460,1779975300,2026-05-28 13:35 UTC,Up,Long,0.49,4.2483,-4.2483,0,long,yes,72958.01,72909.57,0,-3.9747,-4.2483,-4.2483,0.0
461,1779975600,2026-05-28 13:40 UTC,Up,Long,0.5,4.185,-4.185,0,long,yes,72909.57,72785.2,0,-3.9151,-4.185,-4.185,0.0
462,1779976200,2026-05-28 13:50 UTC,Up,Long,0.46,4.1262,4.8438,1,long,yes,72902.13,72992.65,1,3.9142,4.8438,4.1262,0.7176
463,1779976500,2026-05-28 13:55 UTC,Up,Long,0.5,4.06,4.06,1,long,yes,72992.65,73022.02,1,3.9729,4.06,4.06,0.0
464,1779976800,2026-05-28 14:00 UTC,Up,Long,0.48,4.132,-4.132,0,long,yes,73022.01,72890.58,0,-4.0325,-4.132,-4.132,0.0
465,1779977100,2026-05-28 14:05 UTC,Up,Long,0.49,4.1944,-4.1944,0,long,yes,72890.57,72868.46,0,-3.972,-4.1944,-4.1944,0.0
466,1779977400,2026-05-28 14:10 UTC,Up,Long,0.47,4.1313,4.6587,1,long,yes,72868.46,73314.62,1,3.9124,4.6587,4.1313,0.5274
467,1779978600,2026-05-28 14:30 UTC,Up,Long,0.47,4.2018,-4.2018,0,long,yes,72965.08,72932.21,0,-3.9711,-4.2018,-4.2018,0.0
468,1779978900,2026-05-28 14:35 UTC,Up,Long,0.49,4.1405,-4.1405,0,long,yes,72932.2,72908.08,0,-3.9116,-4.1405,-4.1405,0.0
469,1779979500,2026-05-28 14:45 UTC,Up,Long,0.5,4.015,-4.015,0,long,yes,72855.79,72808.74,0,-3.7951,-4.015,-4.015,0.0
470,1779981300,2026-05-28 15:15 UTC,Up,Long,0.5,3.955,-3.955,0,long,yes,72861.93,72762.75,0,-3.7942,-3.955,-3.955,0.0
471,1779981600,2026-05-28 15:20 UTC,Up,Long,0.43,3.8958,5.1642,1,long,yes,72762.75,72868.0,1,3.7373,5.1642,3.8958,1.2684
472,1779981900,2026-05-28 15:25 UTC,Up,Long,0.5,3.84,3.84,1,long,yes,72868.01,72968.35,1,3.7934,3.84,3.84,0.0
473,1779982500,2026-05-28 15:35 UTC,Up,Long,0.5,4.03,4.03,1,long,yes,72861.02,72873.94,1,3.8503,4.03,4.03,0.0
474,1779984300,2026-05-28 16:05 UTC,Up,Long,0.5,4.09,4.09,1,long,yes,72786.15,72905.14,1,3.908,4.09,4.09,0.0
475,1779986700,2026-05-28 16:45 UTC,Down,Short,0.5,4.155,4.155,1,short,yes,73357.72,73312.94,1,3.9667,4.155,4.155,0.0
476,1779987000,2026-05-28 16:50 UTC,Down,Short,0.48,4.0896,-4.0896,0,short,yes,73312.94,73402.0,0,-4.0262,-4.0896,-4.0896,0.0
477,1779987300,2026-05-28 16:55 UTC,Down,Short,0.48,4.1568,-4.1568,0,short,yes,73402.01,73440.67,0,-3.9658,-4.1568,-4.1568,0.0
478,1779987600,2026-05-28 17:00 UTC,Down,Short,0.43,4.0936,5.4264,1,short,yes,73440.66,73353.51,1,3.9063,5.4264,4.0936,1.3328
479,1779987900,2026-05-28 17:05 UTC,Down,Short,0.49,4.0327,-4.0327,0,short,yes,73353.52,73478.0,0,-3.9649,-4.0327,-4.0327,0.0
480,1779988200,2026-05-28 17:10 UTC,Down,Short,0.5,4.115,4.115,1,short,yes,73478.0,73485.81,0,-3.9054,-4.115,4.115,0.0
481,1779988800,2026-05-28 17:20 UTC,Down,Short,0.48,4.176,4.524,1,short,yes,73470.05,73404.0,1,3.9045,4.524,4.176,0.348
482,1779989700,2026-05-28 17:35 UTC,Down,Short,0.48,4.2432,-4.2432,0,short,yes,73488.35,73520.0,0,-4.0225,-4.2432,-4.2432,0.0
483,1779990000,2026-05-28 17:40 UTC,Down,Short,0.48,4.1808,4.5292,1,short,yes,73520.0,73470.91,1,3.9622,4.5292,4.1808,0.3484
484,1779990300,2026-05-28 17:45 UTC,Down,Short,0.5,4.115,-4.115,0,short,yes,73470.91,73644.59,0,-4.0216,-4.115,-4.115,0.0
485,1779991500,2026-05-28 18:05 UTC,Down,Short,0.51,4.1871,-4.1871,0,short,yes,73608.01,73692.29,0,-3.901,-4.1871,-4.1871,0.0
486,1779992100,2026-05-28 18:15 UTC,Down,Short,0.5,4.12,4.12,1,short,yes,73638.75,73603.88,1,3.9001,4.12,4.12,0.0
487,1779992400,2026-05-28 18:20 UTC,Down,Short,0.48,4.0608,-4.0608,0,short,yes,73603.88,73636.0,0,-3.9586,-4.0608,-4.0608,0.0
488,1779992700,2026-05-28 18:25 UTC,Down,Short,0.48,4.1232,4.4668,1,short,yes,73635.99,73588.87,1,3.8993,4.4668,4.1232,0.3436
489,1779993000,2026-05-28 18:30 UTC,Down,Short,0.45,4.0635,-4.0635,0,short,yes,73588.88,73663.99,0,-3.9577,-4.0635,-4.0635,0.0
490,1779994200,2026-05-28 18:50 UTC,Down,Short,0.46,4.1308,-4.1308,0,short,yes,73613.3,73672.01,0,-3.9569,-4.1308,-4.1308,0.0
491,1779994500,2026-05-28 18:55 UTC,Down,Short,0.5,4.005,4.005,1,short,yes,73672.0,73652.88,1,3.8975,4.005,4.005,0.0
492,1780000200,2026-05-28 20:30 UTC,Down,Short,0.5,4.065,4.065,1,short,yes,73647.39,73626.1,1,4.0153,4.065,4.065,0.0
493,1780000500,2026-05-28 20:35 UTC,Down,Short,0.49,4.0033,-4.0033,0,short,yes,73626.1,73666.19,0,-4.0755,-4.0033,-4.0033,0.0
494,1780000800,2026-05-28 20:40 UTC,Down,Short,0.5,4.065,-4.065,0,short,yes,73666.19,73702.0,0,-4.0144,-4.065,-4.065,0.0
495,1780001400,2026-05-28 20:50 UTC,Down,Short,0.5,4.005,4.005,1,short,yes,73682.57,73660.13,1,4.0135,4.005,4.005,0.0
496,1780002900,2026-05-28 21:15 UTC,Down,Short,0.49,4.067,4.233,1,short,yes,73694.31,73670.76,1,4.1348,4.233,4.067,0.166
497,1780003200,2026-05-28 21:20 UTC,Down,Short,0.5,4.005,-4.005,0,short,yes,73670.75,73745.34,0,-4.1968,-4.005,-4.005,0.0
498,1780003500,2026-05-28 21:25 UTC,Down,Short,0.48,4.0704,4.4096,1,short,yes,73745.34,73693.61,1,4.1339,4.4096,4.0704,0.3392
499,1780003800,2026-05-28 21:30 UTC,Down,Short,0.5,4.01,-4.01,0,short,yes,73693.61,73735.45,0,-4.1959,-4.01,-4.01,0.0
500,1780004400,2026-05-28 21:40 UTC,Down,Short,0.48,4.0752,-4.0752,0,short,yes,73793.05,73908.0,0,-4.071,-4.0752,-4.0752,0.0
501,1780005300,2026-05-28 21:55 UTC,Down,Short,0.49,4.0131,4.1769,1,short,yes,73840.02,73817.31,1,4.009,4.1769,4.0131,0.1638
502,1780005600,2026-05-28 22:00 UTC,Down,Short,0.5,3.955,3.955,1,short,yes,73817.31,73773.1,1,4.0691,3.955,3.955,0.0
503,1780005900,2026-05-28 22:05 UTC,Down,Short,0.5,4.015,4.015,1,short,yes,73773.1,73760.02,1,4.1302,4.015,4.015,0.0
504,1780014000,2026-05-29 00:20 UTC,Down,Short,0.43,4.1968,-4.1968,0,short,yes,73780.72,73837.09,0,-4.255,-4.1968,-4.1968,0.0
505,1780014300,2026-05-29 00:25 UTC,Down,Short,0.5,4.135,4.135,1,short,yes,73837.09,73778.0,1,4.1912,4.135,4.135,0.0
506,1780014600,2026-05-29 00:30 UTC,Down,Short,0.5,4.07,4.07,1,short,yes,73778.01,73754.31,1,4.254,4.07,4.07,0.0
507,1780017000,2026-05-29 01:10 UTC,Down,Short,0.5,4.3,4.3,1,short,yes,73860.0,73778.98,1,4.3169,4.3,4.3,0.0
508,1780018800,2026-05-29 01:40 UTC,Up,Long,0.5,4.365,4.365,1,long,yes,73500.0,73526.01,1,4.3816,4.365,4.365,0.0
509,1780021500,2026-05-29 02:25 UTC,Up,Long,0.43,4.429,-4.429,0,long,yes,73483.14,73388.22,0,-4.4464,-4.429,-4.429,0.0
510,1780021800,2026-05-29 02:30 UTC,Up,Long,0.5,4.365,4.365,1,long,yes,73388.22,73470.09,1,4.3797,4.365,4.365,0.0
511,1780023000,2026-05-29 02:50 UTC,Up,Long,0.49,4.4296,-4.4296,0,long,yes,73371.02,73250.0,0,-4.3777,-4.4296,-4.4296,0.0
512,1780023300,2026-05-29 02:55 UTC,Up,Long,0.5,4.365,-4.365,0,long,yes,73250.0,73225.06,0,-4.312,-4.365,-4.365,0.0
513,1780027800,2026-05-29 04:10 UTC,Up,Long,0.5,4.295,-4.295,0,long,yes,73228.9,73227.75,0,-4.4404,-4.295,-4.295,0.0
514,1780031700,2026-05-29 05:15 UTC,Down,Short,0.5,4.295,-4.295,0,short,yes,73597.36,73620.0,0,-4.5059,-4.295,-4.295,0.0
515,1780034100,2026-05-29 05:55 UTC,Down,Short,0.5,4.23,-4.23,0,short,yes,73667.3,73706.0,0,-4.6411,-4.23,-4.23,0.0
516,1780034400,2026-05-29 06:00 UTC,Down,Short,0.48,4.1664,4.5136,1,short,yes,73706.0,73694.0,1,4.5715,4.5136,4.1664,0.3472
517,1780035000,2026-05-29 06:10 UTC,Down,Short,0.48,4.2384,-4.2384,0,short,yes,73660.73,73700.0,0,-4.7096,-4.2384,-4.2384,0.0
518,1780035300,2026-05-29 06:15 UTC,Down,Short,0.49,4.1748,-4.1748,0,short,yes,73700.01,73776.0,0,-4.639,-4.1748,-4.1748,0.0
519,1780035600,2026-05-29 06:20 UTC,Down,Short,0.47,4.1078,-4.1078,0,short,yes,73776.0,73836.32,0,-4.5694,-4.1078,-4.1078,0.0
520,1780035900,2026-05-29 06:25 UTC,Down,Short,0.5,4.05,4.05,1,short,yes,73836.32,73772.03,1,4.5009,4.05,4.05,0.0
521,1780036500,2026-05-29 06:35 UTC,Down,Short,0.47,4.0514,4.5686,1,short,yes,73711.21,73683.46,1,4.6369,4.5686,4.0514,0.5172
522,1780037400,2026-05-29 06:50 UTC,Down,Short,0.5,4.235,-4.235,0,short,yes,73746.01,73780.01,0,-4.7065,-4.235,-4.235,0.0
523,1780037700,2026-05-29 06:55 UTC,Down,Short,0.48,4.176,-4.176,0,short,yes,73780.0,73786.32,0,-4.6359,-4.176,-4.176,0.0
524,1780038000,2026-05-29 07:00 UTC,Down,Short,0.5,4.11,4.11,1,short,yes,73786.32,73776.0,1,4.5663,4.11,4.11,0.0
525,1780038300,2026-05-29 07:05 UTC,Down,Short,0.5,4.05,4.05,1,short,yes,73776.01,73764.62,1,4.6348,4.05,4.05,0.0
526,1780038900,2026-05-29 07:15 UTC,Down,Short,0.32,4.2336,-4.2336,0,short,yes,73816.0,73830.01,0,-4.6338,-4.2336,-4.2336,0.0
527,1780039500,2026-05-29 07:25 UTC,Down,Short,0.49,4.1699,4.3401,1,short,yes,73802.61,73770.33,1,4.6327,4.3401,4.1699,0.1702
528,1780043100,2026-05-29 08:25 UTC,Down,Short,0.44,4.2372,-4.2372,0,short,yes,73784.01,73787.98,0,-4.7022,-4.2372,-4.2372,0.0
529,1780044000,2026-05-29 08:40 UTC,Down,Short,0.5,4.17,-4.17,0,short,yes,73807.79,73818.37,0,-4.6307,-4.17,-4.17,0.0
530,1780044300,2026-05-29 08:45 UTC,Down,Short,0.43,4.1108,5.4492,1,short,yes,73818.37,73722.15,1,4.5612,5.4492,4.1108,1.3384
531,1780046100,2026-05-29 09:15 UTC,Down,Short,0.5,4.19,-4.19,0,short,yes,73816.7,73866.51,0,-4.6296,-4.19,-4.19,0.0
532,1780046400,2026-05-29 09:20 UTC,Down,Short,0.5,4.13,-4.13,0,short,yes,73866.51,73876.24,0,-4.5602,-4.13,-4.13,0.0
533,1780046700,2026-05-29 09:25 UTC,Down,Short,0.36,4.068,-4.068,0,short,yes,73876.24,73887.03,0,-4.4918,-4.068,-4.068,0.0
534,1780047000,2026-05-29 09:30 UTC,Down,Short,0.5,4.005,4.005,1,short,yes,73887.03,73848.0,1,4.4244,4.005,4.005,0.0
535,1780054800,2026-05-29 11:40 UTC,Up,Long,0.47,4.0655,-4.0655,0,long,yes,73503.06,73491.64,0,-4.4898,-4.0655,-4.0655,0.0
536,1780055100,2026-05-29 11:45 UTC,Up,Long,0.5,4.005,-4.005,0,long,yes,73491.63,73455.72,0,-4.4224,-4.005,-4.005,0.0
537,1780055400,2026-05-29 11:50 UTC,Up,Long,0.5,3.945,-3.945,0,long,yes,73455.71,73424.88,0,-4.3561,-3.945,-3.945,0.0
538,1780056600,2026-05-29 12:10 UTC,Up,Long,0.5,3.885,-3.885,0,long,yes,73382.7,73367.24,0,-4.2254,-3.885,-3.885,0.0
539,1780058100,2026-05-29 12:35 UTC,Up,Long,0.49,3.8269,-3.8269,0,long,yes,73287.71,73252.25,0,-4.1602,-3.8269,-3.8269,0.0
540,1780061400,2026-05-29 13:30 UTC,Up,Long,0.49,3.7681,-3.7681,0,long,yes,73069.76,72926.0,0,-3.8548,-3.7681,-3.7681,0.0
541,1780063800,2026-05-29 14:10 UTC,Up,Long,0.38,3.7126,6.0574,1,long,yes,72958.0,73013.79,1,3.9117,6.0574,3.7126,2.3448
542,1780064700,2026-05-29 14:25 UTC,Up,Long,0.5,3.805,3.805,1,long,yes,72686.16,72722.64,1,3.8522,3.805,3.805,0.0
543,1780065600,2026-05-29 14:40 UTC,Up,Long,0.43,3.8614,-3.8614,0,long,yes,72696.67,72648.68,0,-3.9091,-3.8614,-3.8614,0.0
544,1780065900,2026-05-29 14:45 UTC,Up,Long,0.44,3.8016,4.8384,1,long,yes,72648.68,72749.15,1,3.8504,4.8384,3.8016,1.0368
545,1780067400,2026-05-29 15:10 UTC,Down,Short,0.5,3.875,-3.875,0,short,yes,73663.05,73695.75,0,-3.9668,-3.875,-3.875,0.0
546,1780067700,2026-05-29 15:15 UTC,Down,Short,0.5,3.815,3.815,1,short,yes,73695.74,73637.48,1,3.9073,3.815,3.815,0.0
547,1780068600,2026-05-29 15:30 UTC,Down,Short,0.46,3.8722,-3.8722,0,short,yes,73670.01,74045.87,0,-3.965,-3.8722,-3.8722,0.0
548,1780068900,2026-05-29 15:35 UTC,Down,Short,0.5,3.815,-3.815,0,short,yes,74045.87,74110.93,0,-3.9056,-3.815,-3.815,0.0
549,1780069800,2026-05-29 15:50 UTC,Down,Short,0.5,3.76,3.76,1,short,yes,73868.57,73768.0,1,3.8461,3.76,3.76,0.0
550,1780070400,2026-05-29 16:00 UTC,Down,Short,0.39,3.8137,-3.8137,0,short,yes,73808.25,73870.03,0,-3.8452,-3.8137,-3.8137,0.0
551,1780070700,2026-05-29 16:05 UTC,Down,Short,0.48,3.7584,-3.7584,0,short,yes,73870.03,73900.01,0,-3.7876,-3.7584,-3.7584,0.0
552,1780071000,2026-05-29 16:10 UTC,Down,Short,0.44,3.7004,-3.7004,0,short,yes,73900.01,73953.9,0,-3.7307,-3.7004,-3.7004,0.0
553,1780072500,2026-05-29 16:35 UTC,Down,Short,0.5,3.643,3.643,1,short,yes,74068.96,73985.55,1,3.7299,3.643,3.643,0.0
554,1780072800,2026-05-29 16:40 UTC,Down,Short,0.36,3.5928,-3.5928,0,short,yes,73985.56,74065.0,0,-3.7859,-3.5928,-3.5928,0.0
555,1780074000,2026-05-29 17:00 UTC,Down,Short,0.46,3.6473,4.2816,1,short,yes,74056.49,73945.51,1,3.6723,4.2816,3.6473,0.6343
556,1780074600,2026-05-29 17:10 UTC,Down,Short,0.49,3.7093,-3.7093,0,short,yes,74130.01,74257.7,0,-3.7274,-3.7093,-3.7093,0.0
557,1780074900,2026-05-29 17:15 UTC,Down,Short,0.49,3.6554,3.8046,1,short,yes,74257.71,74227.58,1,3.6715,3.8046,3.6554,0.1492
558,1780075200,2026-05-29 17:20 UTC,Down,Short,0.46,3.6018,-3.6018,0,short,yes,74227.58,74290.0,0,-3.7266,-3.6018,-3.6018,0.0
559,1780075800,2026-05-29 17:30 UTC,Down,Short,0.5,3.66,-3.66,0,short,yes,74228.01,74279.54,0,-3.7257,-3.66,-3.66,0.0
560,1780076100,2026-05-29 17:35 UTC,Down,Short,0.5,3.605,-3.605,0,short,yes,74279.54,74303.71,0,-3.6698,-3.605,-3.605,0.0
561,1780076400,2026-05-29 17:40 UTC,Down,Short,0.44,3.5508,4.5192,1,short,yes,74303.71,74213.79,1,3.6148,4.5192,3.5508,0.9684
562,1780080900,2026-05-29 18:55 UTC,Up,Long,0.5,3.615,3.615,1,long,yes,73337.33,73374.52,1,3.724,3.615,3.615,0.0
563,1780081200,2026-05-29 19:00 UTC,Up,Long,0.45,3.564,4.356,1,long,yes,73374.51,73463.18,1,3.7799,4.356,3.564,0.792
564,1780081500,2026-05-29 19:05 UTC,Up,Long,0.5,3.62,3.62,1,long,yes,73463.17,73470.46,1,3.8366,3.62,3.62,0.0
565,1780081800,2026-05-29 19:10 UTC,Up,Long,0.47,3.6848,-3.6848,0,long,yes,73470.46,73428.0,0,-3.8941,-3.6848,-3.6848,0.0
566,1780082100,2026-05-29 19:15 UTC,Up,Long,0.49,3.7338,-3.7338,0,long,yes,73428.0,73294.22,0,-3.8357,-3.7338,-3.7338,0.0
567,1780082400,2026-05-29 19:20 UTC,Up,Long,0.5,3.68,3.68,1,long,yes,73294.21,73322.53,1,3.7782,3.68,3.68,0.0
568,1780091700,2026-05-29 21:55 UTC,Up,Long,0.5,3.735,-3.735,0,long,yes,73422.01,73409.27,0,-3.9508,-3.735,-3.735,0.0
569,1780092600,2026-05-29 22:10 UTC,Up,Long,0.26,3.6785,-3.6785,0,long,yes,73415.64,73403.35,0,-3.8906,-3.6785,-3.6785,0.0
570,1780097700,2026-05-29 23:35 UTC,Up,Long,0.38,3.6252,-3.6252,0,long,yes,73365.21,73361.12,0,-3.9472,-3.6252,-3.6252,0.0
571,1780103700,2026-05-30 01:15 UTC,Down,Short,0.49,3.6015,-3.6015,0,,no,,,,,,,
572,1780104000,2026-05-30 01:20 UTC,Down,Short,0.39,3.5425,-3.5425,0,,no,,,,,,,
573,1780104300,2026-05-30 01:25 UTC,Down,Short,0.5,3.4928,3.4928,1,,no,,,,,,,
574,1780104600,2026-05-30 01:30 UTC,Down,Short,0.5,3.44,-3.44,0,,no,,,,,,,
575,1780104900,2026-05-30 01:35 UTC,Down,Short,0.49,3.4937,-3.4937,0,,no,,,,,,,
576,1780105500,2026-05-30 01:45 UTC,Down,Short,0.48,3.4416,-3.4416,0,,no,,,,,,,
577,1780106100,2026-05-30 01:55 UTC,Down,Short,0.47,3.3887,-3.3887,0,,no,,,,,,,
578,1780106400,2026-05-30 02:00 UTC,Down,Short,0.47,3.337,-3.337,0,,no,,,,,,,
579,1780107000,2026-05-30 02:10 UTC,Down,Short,0.5,3.29,3.29,1,,no,,,,,,,
580,1780107300,2026-05-30 02:15 UTC,Down,Short,0.48,3.2382,3.508,1,,no,,,,,,,
581,1780108500,2026-05-30 02:35 UTC,Down,Short,0.49,3.3908,3.5292,1,,no,,,,,,,
582,1780108800,2026-05-30 02:40 UTC,Down,Short,0.5,3.34,-3.34,0,,no,,,,,,,
583,1780109100,2026-05-30 02:45 UTC,Down,Short,0.47,3.3934,3.8266,1,,no,,,,,,,
584,1780109400,2026-05-30 02:50 UTC,Down,Short,0.48,3.3408,-3.3408,0,,no,,,,,,,
585,1780109700,2026-05-30 02:55 UTC,Down,Short,0.5,3.4,-3.4,0,,no,,,,,,,
586,1780110000,2026-05-30 03:00 UTC,Down,Short,0.51,3.3507,-3.3507,0,,no,,,,,,,
587,1780114500,2026-05-30 04:15 UTC,Up,Long,0.48,3.2976,-3.2976,0,,no,,,,,,,
588,1780114800,2026-05-30 04:20 UTC,Up,Long,0.33,3.2505,-3.2505,0,,no,,,,,,,
589,1780115100,2026-05-30 04:25 UTC,Up,Long,0.46,3.2016,-3.2016,0,,no,,,,,,,
590,1780115400,2026-05-30 04:30 UTC,Up,Long,0.45,3.1545,-3.1545,0,,no,,,,,,,
591,1780115700,2026-05-30 04:35 UTC,Up,Long,0.48,3.1056,3.3644,1,,no,,,,,,,
592,1780116000,2026-05-30 04:40 UTC,Up,Long,0.5,3.06,3.06,1,,no,,,,,,,
593,1780116300,2026-05-30 04:45 UTC,Up,Long,0.5,3.11,3.11,1,,no,,,,,,,
